Dataset identifier,Study identifier,Disease identifier,Endpoint identifier,Environment identifier,Measurement-scale identifier,Response direction,Study role,Data source,Reported observations (n),Observations in quantitative summaries (n),Descriptive or supporting observations (n),Observations with categorical responses (n),Observations with numerical responses (n),Observations assessed using the candidate criterion (n)
prom_head_smut_isolate_variability_2024,prom_head_smut_isolate_variability_2024,head_smut,isolate_reaction,isolate_HS81,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,6,6,0,6,0,0
prom_head_smut_isolate_variability_2024,prom_head_smut_isolate_variability_2024,head_smut,isolate_reaction,isolate_HS86,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,6,6,0,6,0,0
prom_head_smut_virulence_2011,prom_head_smut_virulence_2011,head_smut,head_smut_incidence_percent,greenhouse_32_sorghum_isolates_media_placement_inoculation_method_comparison,incidence_percent_0_100_with_tukey_group,Lower values indicate a more favorable response,Host differential,Publicly available study source,2,2,0,2,2,0
prom_head_smut_virulence_2011,prom_head_smut_virulence_2011,head_smut,head_smut_incidence_percent,greenhouse_32_sorghum_isolates_media_placement_inoculation_method_comparison,incidence_percent_0_100_with_tukey_group,Lower values indicate a more favorable response,Universally resistant host differential,Publicly available study source,1,1,0,1,1,0
prom_head_smut_virulence_2011,prom_head_smut_virulence_2011,head_smut,head_smut_incidence_percent,greenhouse_32_sorghum_isolates_media_placement_inoculation_method_comparison,incidence_percent_0_100_with_tukey_group,Lower values indicate a more favorable response,Universally susceptible host differential,Publicly available study source,1,1,0,1,1,0
prom_head_smut_virulence_2011,prom_head_smut_virulence_2011,head_smut,head_smut_incidence_percent,greenhouse_32_sorghum_isolates_seed_coating_inoculation_method_comparison,incidence_percent_0_100_with_tukey_group,Lower values indicate a more favorable response,Host differential,Publicly available study source,2,2,0,2,2,0
prom_head_smut_virulence_2011,prom_head_smut_virulence_2011,head_smut,head_smut_incidence_percent,greenhouse_32_sorghum_isolates_seed_coating_inoculation_method_comparison,incidence_percent_0_100_with_tukey_group,Lower values indicate a more favorable response,Universally resistant host differential,Publicly available study source,1,1,0,1,1,0
prom_head_smut_virulence_2011,prom_head_smut_virulence_2011,head_smut,head_smut_incidence_percent,greenhouse_32_sorghum_isolates_seed_coating_inoculation_method_comparison,incidence_percent_0_100_with_tukey_group,Lower values indicate a more favorable response,Universally susceptible host differential,Publicly available study source,1,1,0,1,1,0
prom_head_smut_virulence_2011,prom_head_smut_virulence_2011,head_smut,head_smut_incidence_percent,greenhouse_32_sorghum_isolates_soil_teliospore_mixture_inoculation_method_comparison,incidence_percent_0_100_with_tukey_group,Lower values indicate a more favorable response,Host differential,Publicly available study source,2,2,0,2,2,0
prom_head_smut_virulence_2011,prom_head_smut_virulence_2011,head_smut,head_smut_incidence_percent,greenhouse_32_sorghum_isolates_soil_teliospore_mixture_inoculation_method_comparison,incidence_percent_0_100_with_tukey_group,Lower values indicate a more favorable response,Universally resistant host differential,Publicly available study source,1,1,0,1,1,0
prom_head_smut_virulence_2011,prom_head_smut_virulence_2011,head_smut,head_smut_incidence_percent,greenhouse_32_sorghum_isolates_soil_teliospore_mixture_inoculation_method_comparison,incidence_percent_0_100_with_tukey_group,Lower values indicate a more favorable response,Universally susceptible host differential,Publicly available study source,1,1,0,1,1,0
prom_head_smut_virulence_2011,prom_head_smut_virulence_2011,head_smut,head_smut_incidence_percent,greenhouse_32_sorghum_isolates_syringe_injection_inoculation_method_comparison,incidence_percent_0_100_with_tukey_group,Lower values indicate a more favorable response,Host differential,Publicly available study source,2,2,0,2,2,0
prom_head_smut_virulence_2011,prom_head_smut_virulence_2011,head_smut,head_smut_incidence_percent,greenhouse_32_sorghum_isolates_syringe_injection_inoculation_method_comparison,incidence_percent_0_100_with_tukey_group,Lower values indicate a more favorable response,Universally resistant host differential,Publicly available study source,1,1,0,1,1,0
prom_head_smut_virulence_2011,prom_head_smut_virulence_2011,head_smut,head_smut_incidence_percent,greenhouse_32_sorghum_isolates_syringe_injection_inoculation_method_comparison,incidence_percent_0_100_with_tukey_group,Lower values indicate a more favorable response,Universally susceptible host differential,Publicly available study source,1,1,0,1,1,0
prom_head_smut_virulence_2011,prom_head_smut_virulence_2011,head_smut,reported_host_differential_reaction,greenhouse_syringe_injection_reported_race_1_isolates_30_32,binary_reaction_R_S,Resistant classification is favorable,Host differential,Publicly available study source,4,4,0,4,0,0
prom_head_smut_virulence_2011,prom_head_smut_virulence_2011,head_smut,reported_host_differential_reaction,greenhouse_syringe_injection_reported_race_1_isolates_30_32,binary_reaction_R_S,Resistant classification is favorable,Universally resistant host differential,Publicly available study source,1,1,0,1,0,0
prom_head_smut_virulence_2011,prom_head_smut_virulence_2011,head_smut,reported_host_differential_reaction,greenhouse_syringe_injection_reported_race_1_isolates_30_32,binary_reaction_R_S,Resistant classification is favorable,Universally susceptible host differential,Publicly available study source,1,1,0,1,0,0
prom_head_smut_virulence_2011,prom_head_smut_virulence_2011,head_smut,reported_host_differential_reaction,greenhouse_syringe_injection_reported_race_2_isolates_none,binary_reaction_R_S,Resistant classification is favorable,Host differential,Publicly available study source,4,4,0,0,0,0
prom_head_smut_virulence_2011,prom_head_smut_virulence_2011,head_smut,reported_host_differential_reaction,greenhouse_syringe_injection_reported_race_2_isolates_none,binary_reaction_R_S,Resistant classification is favorable,Universally resistant host differential,Publicly available study source,1,1,0,0,0,0
prom_head_smut_virulence_2011,prom_head_smut_virulence_2011,head_smut,reported_host_differential_reaction,greenhouse_syringe_injection_reported_race_2_isolates_none,binary_reaction_R_S,Resistant classification is favorable,Universally susceptible host differential,Publicly available study source,1,1,0,0,0,0
prom_head_smut_virulence_2011,prom_head_smut_virulence_2011,head_smut,reported_host_differential_reaction,greenhouse_syringe_injection_reported_race_3_isolates_none,binary_reaction_R_S,Resistant classification is favorable,Host differential,Publicly available study source,4,4,0,0,0,0
prom_head_smut_virulence_2011,prom_head_smut_virulence_2011,head_smut,reported_host_differential_reaction,greenhouse_syringe_injection_reported_race_3_isolates_none,binary_reaction_R_S,Resistant classification is favorable,Universally resistant host differential,Publicly available study source,1,1,0,0,0,0
prom_head_smut_virulence_2011,prom_head_smut_virulence_2011,head_smut,reported_host_differential_reaction,greenhouse_syringe_injection_reported_race_3_isolates_none,binary_reaction_R_S,Resistant classification is favorable,Universally susceptible host differential,Publicly available study source,1,1,0,0,0,0
prom_head_smut_virulence_2011,prom_head_smut_virulence_2011,head_smut,reported_host_differential_reaction,greenhouse_syringe_injection_reported_race_4_isolates_02_05_07_09_13_15_17_23_25_29_31,binary_reaction_R_S,Resistant classification is favorable,Host differential,Publicly available study source,4,4,0,4,0,0
prom_head_smut_virulence_2011,prom_head_smut_virulence_2011,head_smut,reported_host_differential_reaction,greenhouse_syringe_injection_reported_race_4_isolates_02_05_07_09_13_15_17_23_25_29_31,binary_reaction_R_S,Resistant classification is favorable,Universally resistant host differential,Publicly available study source,1,1,0,1,0,0
prom_head_smut_virulence_2011,prom_head_smut_virulence_2011,head_smut,reported_host_differential_reaction,greenhouse_syringe_injection_reported_race_4_isolates_02_05_07_09_13_15_17_23_25_29_31,binary_reaction_R_S,Resistant classification is favorable,Universally susceptible host differential,Publicly available study source,1,1,0,1,0,0
prom_head_smut_virulence_2011,prom_head_smut_virulence_2011,head_smut,reported_host_differential_reaction,greenhouse_syringe_injection_reported_race_4a_isolates_24,binary_reaction_R_S,Resistant classification is favorable,Host differential,Publicly available study source,4,4,0,4,0,0
prom_head_smut_virulence_2011,prom_head_smut_virulence_2011,head_smut,reported_host_differential_reaction,greenhouse_syringe_injection_reported_race_4a_isolates_24,binary_reaction_R_S,Resistant classification is favorable,Universally resistant host differential,Publicly available study source,1,1,0,1,0,0
prom_head_smut_virulence_2011,prom_head_smut_virulence_2011,head_smut,reported_host_differential_reaction,greenhouse_syringe_injection_reported_race_4a_isolates_24,binary_reaction_R_S,Resistant classification is favorable,Universally susceptible host differential,Publicly available study source,1,1,0,1,0,0
prom_head_smut_virulence_2011,prom_head_smut_virulence_2011,head_smut,reported_host_differential_reaction,greenhouse_syringe_injection_reported_race_5_isolates_01_03_04_06_16,binary_reaction_R_S,Resistant classification is favorable,Host differential,Publicly available study source,4,4,0,4,0,0
prom_head_smut_virulence_2011,prom_head_smut_virulence_2011,head_smut,reported_host_differential_reaction,greenhouse_syringe_injection_reported_race_5_isolates_01_03_04_06_16,binary_reaction_R_S,Resistant classification is favorable,Universally resistant host differential,Publicly available study source,1,1,0,1,0,0
prom_head_smut_virulence_2011,prom_head_smut_virulence_2011,head_smut,reported_host_differential_reaction,greenhouse_syringe_injection_reported_race_5_isolates_01_03_04_06_16,binary_reaction_R_S,Resistant classification is favorable,Universally susceptible host differential,Publicly available study source,1,1,0,1,0,0
prom_head_smut_virulence_2011,prom_head_smut_virulence_2011,head_smut,reported_host_differential_reaction,greenhouse_syringe_injection_reported_race_6_isolates_08_14,binary_reaction_R_S,Resistant classification is favorable,Host differential,Publicly available study source,4,4,0,4,0,0
prom_head_smut_virulence_2011,prom_head_smut_virulence_2011,head_smut,reported_host_differential_reaction,greenhouse_syringe_injection_reported_race_6_isolates_08_14,binary_reaction_R_S,Resistant classification is favorable,Universally resistant host differential,Publicly available study source,1,1,0,1,0,0
prom_head_smut_virulence_2011,prom_head_smut_virulence_2011,head_smut,reported_host_differential_reaction,greenhouse_syringe_injection_reported_race_6_isolates_08_14,binary_reaction_R_S,Resistant classification is favorable,Universally susceptible host differential,Publicly available study source,1,1,0,1,0,0
prom_leaf_traits_anthracnose_2020,prom_leaf_traits_anthracnose_2020,anthracnose,anthracnose_susceptibility_score_apex_leaf_blade,college_station_texas_greenhouse_excised_leaf_tissue_assay_experiment_year_not_reported,excised_leaf_susceptibility_1_10_acervuli,Lower values indicate a more favorable response,Sorghum cultivar mechanistic tissue assay,Publicly available study source,48,48,0,48,48,0
prom_leaf_traits_anthracnose_2020,prom_leaf_traits_anthracnose_2020,anthracnose,anthracnose_susceptibility_score_apex_midrib,college_station_texas_greenhouse_excised_leaf_tissue_assay_experiment_year_not_reported,excised_leaf_susceptibility_1_10_acervuli,Lower values indicate a more favorable response,Sorghum cultivar mechanistic tissue assay,Publicly available study source,48,48,0,48,48,0
prom_leaf_traits_anthracnose_2020,prom_leaf_traits_anthracnose_2020,anthracnose,anthracnose_susceptibility_score_base_leaf_blade,college_station_texas_greenhouse_excised_leaf_tissue_assay_experiment_year_not_reported,excised_leaf_susceptibility_1_10_acervuli,Lower values indicate a more favorable response,Sorghum cultivar mechanistic tissue assay,Publicly available study source,48,48,0,48,48,0
prom_leaf_traits_anthracnose_2020,prom_leaf_traits_anthracnose_2020,anthracnose,anthracnose_susceptibility_score_base_midrib,college_station_texas_greenhouse_excised_leaf_tissue_assay_experiment_year_not_reported,excised_leaf_susceptibility_1_10_acervuli,Lower values indicate a more favorable response,Sorghum cultivar mechanistic tissue assay,Publicly available study source,48,48,0,48,48,0
prom_leaf_traits_anthracnose_2020,prom_leaf_traits_anthracnose_2020,anthracnose,anthracnose_susceptibility_score_middle_leaf_blade,college_station_texas_greenhouse_excised_leaf_tissue_assay_experiment_year_not_reported,excised_leaf_susceptibility_1_10_acervuli,Lower values indicate a more favorable response,Sorghum cultivar mechanistic tissue assay,Publicly available study source,48,48,0,48,48,0
prom_leaf_traits_anthracnose_2020,prom_leaf_traits_anthracnose_2020,anthracnose,anthracnose_susceptibility_score_middle_midrib,college_station_texas_greenhouse_excised_leaf_tissue_assay_experiment_year_not_reported,excised_leaf_susceptibility_1_10_acervuli,Lower values indicate a more favorable response,Sorghum cultivar mechanistic tissue assay,Publicly available study source,48,48,0,48,48,0
prom_leaf_traits_anthracnose_2020,prom_leaf_traits_anthracnose_2020,anthracnose,leaf_thickness_mm_apex_leaf_blade,college_station_texas_greenhouse_excised_leaf_tissue_assay_experiment_year_not_reported,leaf_thickness_mm,Descriptive endpoint,Sorghum cultivar mechanistic tissue assay,Publicly available study source,48,48,0,48,48,0
prom_leaf_traits_anthracnose_2020,prom_leaf_traits_anthracnose_2020,anthracnose,leaf_thickness_mm_apex_midrib,college_station_texas_greenhouse_excised_leaf_tissue_assay_experiment_year_not_reported,leaf_thickness_mm,Descriptive endpoint,Sorghum cultivar mechanistic tissue assay,Publicly available study source,48,48,0,48,48,0
prom_leaf_traits_anthracnose_2020,prom_leaf_traits_anthracnose_2020,anthracnose,leaf_thickness_mm_base_leaf_blade,college_station_texas_greenhouse_excised_leaf_tissue_assay_experiment_year_not_reported,leaf_thickness_mm,Descriptive endpoint,Sorghum cultivar mechanistic tissue assay,Publicly available study source,48,48,0,48,48,0
